Iterasi,aco,ga,nsga2,ntnsga2,pso
1,72805.19999999998,80644.2,80644.2,79458.10333333336,137541.89999999994
2,71759.30000000003,77524.60000000005,72058.5,71411.28333333334,125380.20000000006
3,68377.19999999997,77524.60000000005,72058.5,69196.37333333334,113573.99999999999
4,68377.19999999997,73139.89999999997,72058.5,67575.03666666667,113573.99999999999
5,68377.19999999997,73139.89999999997,72058.5,66349.77,103986.39999999995
6,68377.19999999997,73139.89999999997,72058.5,65670.64333333334,94972.0
7,68377.19999999997,71054.89999999997,72058.5,65237.60333333335,94972.0
8,68377.19999999997,65177.99999999999,66696.60000000003,65095.46,94972.0
9,68377.19999999997,65177.99999999999,66696.60000000003,65020.92333333335,89667.60000000005
10,68202.10000000003,65177.99999999999,66696.60000000003,64975.256666666675,82521.8
11,68202.10000000003,65177.99999999999,66696.60000000003,64864.28333333335,82521.8
12,68202.10000000003,65177.99999999999,66696.60000000003,64851.340000000004,82521.8
13,68202.10000000003,65029.10000000003,66696.60000000003,64808.00333333334,82521.8
14,67749.10000000003,64812.60000000003,66529.39999999997,64782.063333333346,76742.60000000005
15,67749.10000000003,64812.60000000003,66465.39999999997,64779.930000000015,74499.60000000003
16,67749.10000000003,64812.60000000003,66286.19999999997,64765.85000000001,74499.60000000003
17,67688.10000000003,64812.60000000003,66286.19999999997,64765.85000000001,74499.60000000003
18,67688.10000000003,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
19,67688.10000000003,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
20,66622.69999999997,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
21,65461.80000000003,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
22,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
23,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
24,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,73292.5
25,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,72863.19999999998
26,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,72863.19999999998
27,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,72863.19999999998
28,65401.39999999997,64812.60000000003,66286.19999999997,64765.85000000001,72863.19999999998
29,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
30,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
31,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
32,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
33,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
34,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
35,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
36,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
37,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
38,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
39,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
40,65401.39999999997,64812.60000000003,66286.19999999997,,72863.19999999998
41,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
42,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
43,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
44,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
45,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
46,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
47,65401.39999999997,64812.60000000003,66286.19999999997,,72301.39999999997
48,65401.39999999997,64812.60000000003,66286.19999999997,,71904.60000000005
49,65401.39999999997,64812.60000000003,66286.19999999997,,71751.10000000003
50,65401.39999999997,64812.60000000003,66286.19999999997,,71751.10000000003
51,65401.39999999997,64812.60000000003,66286.19999999997,,71751.10000000003
52,65401.39999999997,64812.60000000003,66286.19999999997,,71751.10000000003
53,65247.89999999997,64812.60000000003,66286.19999999997,,71751.10000000003
54,65247.89999999997,64812.60000000003,66286.19999999997,,71751.10000000003
55,65247.89999999997,64812.60000000003,66286.19999999997,,71751.10000000003
56,65247.89999999997,64812.60000000003,66286.19999999997,,71751.10000000003
57,65247.89999999997,64812.60000000003,66286.19999999997,,71751.10000000003
58,65247.89999999997,64812.60000000003,66286.19999999997,,71751.10000000003
59,,64812.60000000003,66286.19999999997,,71751.10000000003
60,,64812.60000000003,66286.19999999997,,
61,,64812.60000000003,66286.19999999997,,
62,,64812.60000000003,66286.19999999997,,
63,,64812.60000000003,66286.19999999997,,
64,,64812.60000000003,66286.19999999997,,
65,,64812.60000000003,66286.19999999997,,
66,,64812.60000000003,66286.19999999997,,
67,,64812.60000000003,66286.19999999997,,
68,,64812.60000000003,66286.19999999997,,
69,,64812.60000000003,66286.19999999997,,
70,,64812.60000000003,66286.19999999997,,
71,,64812.60000000003,66286.19999999997,,
72,,64812.60000000003,66286.19999999997,,
73,,64812.60000000003,66286.19999999997,,
74,,64812.60000000003,66286.19999999997,,
75,,64812.60000000003,66286.19999999997,,
76,,64812.60000000003,66286.19999999997,,
77,,64812.60000000003,66286.19999999997,,
78,,64812.60000000003,66286.19999999997,,
79,,64812.60000000003,66286.19999999997,,
80,,64812.60000000003,66286.19999999997,,
81,,64812.60000000003,66286.19999999997,,
82,,64812.60000000003,66286.19999999997,,
83,,64812.60000000003,66286.19999999997,,
84,,64812.60000000003,66286.19999999997,,
85,,64812.60000000003,66286.19999999997,,
86,,64812.60000000003,66286.19999999997,,
87,,64812.60000000003,66286.19999999997,,
88,,64812.60000000003,66286.19999999997,,
89,,64812.60000000003,66286.19999999997,,
90,,64812.60000000003,66286.19999999997,,
91,,64812.60000000003,66286.19999999997,,
92,,64812.60000000003,66286.19999999997,,
93,,64812.60000000003,66286.19999999997,,
94,,64812.60000000003,66286.19999999997,,
95,,64812.60000000003,66286.19999999997,,
96,,64812.60000000003,66286.19999999997,,
97,,64812.60000000003,66286.19999999997,,
98,,64812.60000000003,66286.19999999997,,
99,,64812.60000000003,66286.19999999997,,
100,,64812.60000000003,66286.19999999997,,
101,,64812.60000000003,66286.19999999997,,
102,,64812.60000000003,66286.19999999997,,
103,,64812.60000000003,66286.19999999997,,
104,,64812.60000000003,66286.19999999997,,
105,,64812.60000000003,66286.19999999997,,
106,,64812.60000000003,66286.19999999997,,
107,,64812.60000000003,66286.19999999997,,
108,,64812.60000000003,66286.19999999997,,
109,,64812.60000000003,66286.19999999997,,
110,,64812.60000000003,66286.19999999997,,
111,,64812.60000000003,66286.19999999997,,
112,,64812.60000000003,66286.19999999997,,
113,,64812.60000000003,66286.19999999997,,
114,,64812.60000000003,66286.19999999997,,
115,,64812.60000000003,66286.19999999997,,
116,,64812.60000000003,66286.19999999997,,
117,,64812.60000000003,66286.19999999997,,
118,,64812.60000000003,66286.19999999997,,
119,,64812.60000000003,66286.19999999997,,
120,,64812.60000000003,66286.19999999997,,
121,,64812.60000000003,66286.19999999997,,
122,,64812.60000000003,66286.19999999997,,
123,,64812.60000000003,66286.19999999997,,
124,,64812.60000000003,66286.19999999997,,
125,,64812.60000000003,66286.19999999997,,
126,,64812.60000000003,66286.19999999997,,
127,,64812.60000000003,66286.19999999997,,
128,,64812.60000000003,66286.19999999997,,
129,,64812.60000000003,66286.19999999997,,
130,,64812.60000000003,66286.19999999997,,
131,,64812.60000000003,66286.19999999997,,
132,,64812.60000000003,66286.19999999997,,
133,,64812.60000000003,66286.19999999997,,
134,,64812.60000000003,66286.19999999997,,
135,,64812.60000000003,66286.19999999997,,
136,,64812.60000000003,66286.19999999997,,
137,,64812.60000000003,66286.19999999997,,
138,,64812.60000000003,66286.19999999997,,
139,,64812.60000000003,66286.19999999997,,
140,,64812.60000000003,66286.19999999997,,
141,,64812.60000000003,66286.19999999997,,
142,,64812.60000000003,66286.19999999997,,
143,,64812.60000000003,66286.19999999997,,
144,,64812.60000000003,66286.19999999997,,
145,,64812.60000000003,66286.19999999997,,
146,,64812.60000000003,66286.19999999997,,
147,,64812.60000000003,66286.19999999997,,
148,,64812.60000000003,66286.19999999997,,
149,,64812.60000000003,66286.19999999997,,
150,,64812.60000000003,66286.19999999997,,
151,,64812.60000000003,,,
152,,64812.60000000003,,,
153,,64812.60000000003,,,
154,,64812.60000000003,,,
155,,64812.60000000003,,,
156,,64812.60000000003,,,
157,,64812.60000000003,,,
158,,64812.60000000003,,,
159,,64812.60000000003,,,
160,,64812.60000000003,,,
161,,64812.60000000003,,,
162,,64812.60000000003,,,
163,,64812.60000000003,,,
164,,64812.60000000003,,,
165,,64812.60000000003,,,
166,,64812.60000000003,,,
167,,64812.60000000003,,,
168,,64812.60000000003,,,
169,,64812.60000000003,,,
170,,64812.60000000003,,,
171,,64812.60000000003,,,
172,,64812.60000000003,,,
173,,64812.60000000003,,,
174,,64812.60000000003,,,
175,,64812.60000000003,,,
176,,64812.60000000003,,,
177,,64812.60000000003,,,
178,,64812.60000000003,,,
179,,64812.60000000003,,,
180,,64812.60000000003,,,
181,,64812.60000000003,,,
182,,64812.60000000003,,,
183,,64812.60000000003,,,
184,,64812.60000000003,,,
185,,64812.60000000003,,,
186,,64812.60000000003,,,
187,,64812.60000000003,,,
188,,64812.60000000003,,,
189,,64812.60000000003,,,
190,,64812.60000000003,,,
191,,64812.60000000003,,,
192,,64812.60000000003,,,
193,,64812.60000000003,,,
194,,64812.60000000003,,,
195,,64812.60000000003,,,
196,,64812.60000000003,,,
197,,64812.60000000003,,,
198,,64812.60000000003,,,
199,,64812.60000000003,,,
200,,64812.60000000003,,,
201,,64812.60000000003,,,
202,,64812.60000000003,,,
203,,64812.60000000003,,,
204,,64812.60000000003,,,
205,,64812.60000000003,,,
206,,64812.60000000003,,,
207,,64812.60000000003,,,
